date,site,AQI,composite_index,pm10,pm2.5,so2,no2,co,o3
2024/12/27,任泽区,64,3.791,77,36,12,38,0.6,58
2024/12/27,清河县,64,3.969,77,37,12,44,0.6,58
2024/12/27,博野县,64,3.538,78,30,10,34,0.6,64
2024/12/27,峰峰矿区,63,3.924,76,41,13,38,0.9,44
2024/12/27,邱县,63,3.497,76,28,10,37,0.6,59
2024/12/27,宁晋县,63,3.476,75,24,9,42,0.6,59
2024/12/27,唐县(保定),63,2.582,76,15,4,19,0.4,68
2024/12/27,蠡县,63,3.488,76,34,6,32,0.6,61
2024/12/27,深泽县,62,3.245,74,28,6,32,0.4,62
2024/12/27,东光县,62,3.601,63,26,14,49,0.6,56
2024/12/27,赞皇县,61,2.67,72,17,7,18,0.6,70
2024/12/27,内丘县,61,3.359,71,30,9,32,0.6,62
2024/12/27,南和区,61,3.588,72,36,10,35,0.6,54
2024/12/27,南宫市,61,3.702,72,33,13,39,0.6,62
2024/12/27,献县,61,3.332,72,24,7,40,0.5,60
2024/12/27,安平县,61,3.388,71,30,10,38,0.4,48
2024/12/27,故城县,61,3.945,72,38,10,45,0.6,62
2024/12/27,行唐县,60,2.686,70,17,6,22,0.6,64
2024/12/27,平山县,60,2.607,70,16,6,21,0.4,68
2024/12/27,丛台区,60,3.651,70,33,5,46,0.7,48
2024/12/27,临城县,60,2.957,70,24,8,26,0.4,62
2024/12/27,巨鹿县,60,3.698,70,36,9,40,0.6,59
2024/12/27,安国市,60,3.312,70,30,10,32,0.4,62
2024/12/27,肃宁县,60,3.45,70,31,11,38,0.4,53
2024/12/27,南皮县,60,3.669,68,31,6,48,0.6,58
2024/12/27,桃城区,60,3.105,70,26,9,30,0.4,58
2024/12/27,武邑县,60,3.641,64,32,9,48,0.5,54
2024/12/27,饶阳县,60,3.454,69,32,10,36,0.5,58
2024/12/27,深州市,60,3.179,70,26,13,28,0.5,63
2024/12/27,无极县,59,2.777,67,18,6,28,0.4,65
2024/12/27,新乐市,59,2.681,68,19,7,20,0.5,68
2024/12/27,涉县,59,3.032,68,24,9,24,0.8,68
2024/12/27,襄都区,59,3.353,68,30,6,36,0.6,60
2024/12/27,信都区,59,3.104,68,28,8,27,0.5,64
2024/12/27,清苑区,59,2.985,67,24,4,31,0.4,64
2024/12/27,沧县,59,3.57,68,30,10,42,0.6,60
2024/12/27,孟村回族自治县,59,3.573,68,28,11,46,0.5,55
2024/12/27,井陉矿区,58,2.751,66,21,8,22,0.4,68
2024/12/27,灵寿县,58,2.88,66,22,8,26,0.6,60
2024/12/27,高阳县,58,3.097,66,26,7,32,0.5,59
2024/12/27,盐山县,58,3.385,66,27,14,36,0.6,62
2024/12/27,井陉县,57,2.613,64,17,6,23,0.4,70
2024/12/27,正定县,57,2.895,64,18,7,33,0.5,64
2024/12/27,赵县,57,2.997,63,19,7,38,0.5,58
2024/12/27,辛集市,57,3.351,64,32,10,30,0.4,81
2024/12/27,藁城区,57,2.694,64,16,4,29,0.6,61
2024/12/27,晋州市,57,2.626,63,20,7,22,0.4,62
2024/12/27,柏乡县,57,3.378,64,32,9,37,0.6,52
2024/12/27,隆尧县,57,3.357,64,32,10,34,0.6,58
2024/12/27,望都县,57,2.875,63,21,6,30,0.4,68
2024/12/27,冀州区,57,3.186,63,28,13,30,0.5,63
2024/12/27,定州市,56,2.648,61,20,6,24,0.5,61
2024/12/27,新华区(石家庄),56,1.419,61,--,4,--,0.5,57
2024/12/27,元氏县,56,2.712,62,18,6,28,0.4,66
2024/12/27,竞秀区,56,2.957,62,27,--,32,0.3,68
2024/12/27,顺平县,56,2.738,62,18,9,26,0.4,70
2024/12/27,雄县,56,2.795,62,17,7,32,0.4,65
2024/12/27,海兴县,56,3.221,61,25,10,40,0.4,59
2024/12/27,吴桥县,56,3.4,62,32,12,38,0.5,52
2024/12/27,任丘市,56,3.314,61,23,13,43,0.5,59
2024/12/27,大城县,56,3.259,61,28,6,38,0.6,62
2024/12/27,武强县,56,3.205,61,32,8,32,0.5,58
2024/12/27,长安区,55,2.639,60,20,4,26,0.5,59
2024/12/27,安新县,55,2.89,60,21,8,32,0.4,64
2024/12/27,青县,55,3.169,59,30,6,37,0.5,51
2024/12/27,泊头市,55,3.513,57,30,13,44,0.6,60
2024/12/27,河间市,55,2.992,60,20,8,38,0.5,57
2024/12/27,阜城县,55,3.119,60,22,8,41,0.5,56
2024/12/27,栾城区,54,2.746,58,22,6,28,0.4,62
2024/12/27,高邑县,54,3.023,58,24,11,32,0.6,60
2024/12/27,运河区,54,3.188,58,25,8,42,0.4,58
2024/12/27,阜平县,53,2.604,56,20,11,20,0.4,72
2024/12/27,高碑店市,53,2.855,55,17,8,36,0.6,64
2024/12/27,桥西区(石家庄),52,1.93,54,24,4,--,--,65
2024/12/27,乐亭县,52,2.61,53,17,13,24,0.7,60
2024/12/27,满城区,52,2.78,53,20,8,30,0.5,71
2024/12/27,徐水区,52,2.717,54,20,6,31,0.4,64
2024/12/27,易县,52,2.967,54,27,12,24,0.8,68
2024/12/27,涿州市,52,2.885,54,21,8,35,0.4,65
2024/12/27,新华区(沧州),52,3.179,54,29,4,40,0.6,58
2024/12/27,景县,52,3.152,54,28,12,36,0.6,53
2024/12/27,鹿泉区,51,2.222,51,19,3,14,0.4,72
2024/12/27,容城县,51,2.818,52,18,7,38,0.4,63
2024/12/27,文安县,51,3.203,52,33,4,36,0.5,68
2024/12/27,黄骅市,50,2.801,50,18,10,37,0.4,61
2024/12/27,裕华区,47,2.576,47,26,3,25,0.5,58
2024/12/27,永清县,47,2.251,47,17,3,22,0.4,63
2024/12/27,涞水县,45,2.486,45,18,10,25,0.5,66
2024/12/27,霸州市,45,2.381,45,13,4,30,0.5,68
2024/12/27,定兴县,43,2.638,42,20,4,34,0.5,68
2024/12/27,固安县,43,2.052,43,9,6,23,0.4,65
2024/12/27,滦南县,40,2.464,40,18,10,26,0.6,66
2024/12/27,涞源县,39,1.657,39,7,12,6,0.4,72
2024/12/27,蔚县,38,2.302,38,16,14,18,0.8,67
2024/12/27,崇礼区,37,0.976,11,6,4,3,0.2,73
2024/12/27,滦州市,36,2.058,36,11,10,21,0.6,62
2024/12/27,青龙满族自治县,36,1.628,21,10,4,17,0.4,72
2024/12/27,平泉市,36,1.219,12,6,8,8,0.4,71
2024/12/27,古冶区,35,2.103,32,14,8,21,0.6,70
2024/12/27,迁西县,35,1.587,26,12,7,9,0.4,69
2024/12/27,遵化市,35,1.67,17,13,6,17,0.4,69
2024/12/27,迁安市,35,1.4,34,7,5,6,0.2,69
2024/12/27,昌黎县,35,1.38,19,8,10,8,0.3,70
2024/12/27,涿鹿县,35,1.006,20,4,3,3,0.2,69
2024/12/27,双滦区,35,1.131,16,4,9,6,0.2,70
2024/12/27,兴隆县,35,0.866,8,4,6,2,0.2,70
2024/12/27,滦平县,35,2.338,32,19,6,25,0.7,70
2024/12/27,路南区,34,1.769,32,12,6,15,0.3,67
2024/12/27,开平区,34,1.536,19,9,5,16,0.4,68
2024/12/27,丰润区,34,2.131,29,14,7,26,0.5,68
2024/12/27,桥东区,34,1.162,22,8,--,5,0.3,67
2024/12/27,桥西区(张家口),34,1.138,20,7,2,6,0.2,67
2024/12/27,下花园区,34,1.185,16,4,7,8,0.4,68
2024/12/27,康保县,34,0.762,11,3,3,--,0.2,67
2024/12/27,沽源县,34,1.076,17,4,6,6,0.2,67
2024/12/27,尚义县,34,1.094,16,9,2,4,0.2,68
2024/12/27,怀来县,34,0.937,13,5,5,2,0.2,68
2024/12/27,赤城县,34,1.032,16,3,10,3,0.2,68
2024/12/27,鹰手营子矿区,34,1.086,16,6,4,6,0.2,67
2024/12/27,承德县,34,1.196,20,5,4,8,0.3,68
2024/12/27,丰宁满族自治县,34,1.375,30,6,6,6,0.4,68
2024/12/27,广阳区,34,1.669,30,8,4,18,0.3,67
2024/12/27,三河市,34,1.267,18,5,7,10,0.3,68
2024/12/27,路北区,33,1.799,27,12,5,20,0.3,66
2024/12/27,玉田县,33,1.659,17,12,4,21,0.3,65
2024/12/27,北戴河区,33,1.584,20,10,6,16,0.4,66
2024/12/27,抚宁区,33,1.633,29,9,6,14,0.4,66
2024/12/27,宣化区,33,1.19,24,5,4,7,0.2,66
2024/12/27,怀安县,33,1.43,26,4,8,14,0.2,66
2024/12/27,双桥区,33,1.358,29,9,3,6,0.3,66
2024/12/27,隆化县,33,1.385,20,8,8,10,0.3,66
2024/12/27,宽城满族自治县,33,1.055,14,5,6,6,0.2,66
2024/12/27,安次区,33,1.654,27,8,2,20,0.4,65
2024/12/27,海港区,32,1.966,27,17,3,23,0.3,63
2024/12/27,卢龙县,32,1.533,30,8,6,12,0.3,64
2024/12/27,阳原县,32,1.263,28,6,4,7,0.2,64
2024/12/27,万全区,32,1.129,14,6,8,6,0.3,64
2024/12/27,围场满族蒙古族自治县,32,1.167,26,6,6,3,0.2,64
2024/12/27,香河县,32,1.472,24,8,3,15,0.3,64
2024/12/27,大厂回族自治县,32,1.489,27,10,4,11,0.3,64
2024/12/27,曹妃甸区,31,1.892,30,14,6,20,0.3,62
2024/12/27,山海关区,30,1.845,19,16,4,24,0.3,60
2024/12/27,丰南区,29,1.755,27,13,4,20,0.3,57
2024/12/27,张北县,29,0.976,14,4,6,6,0.2,58
2024/12/28,雄县,68,3.606,86,27,6,40,0.6,57
2024/12/28,涿州市,68,4.143,85,34,11,53,0.6,48
2024/12/28,固安县,68,3.308,60,19,8,54,0.6,44
2024/12/28,大名县,67,4.274,84,45,12,42,0.8,54
2024/12/28,平乡县,65,4.08,80,36,14,45,0.8,56
2024/12/28,魏县,64,3.886,78,38,10,38,0.8,59
2024/12/28,广宗县,64,4.007,78,32,13,50,0.8,50
2024/12/28,霸州市,64,3.599,71,25,5,51,0.7,54
2024/12/28,定兴县,63,3.56,59,29,6,50,0.8,54
2024/12/28,沧县,63,3.567,76,26,12,42,0.6,54
2024/12/28,鸡泽县,62,3.357,74,24,11,36,0.8,53
2024/12/28,沙河市,62,3.708,73,27,18,36,1.2,63
2024/12/28,高碑店市,62,3.678,74,27,9,47,0.8,52
2024/12/28,黄骅市,62,3.428,63,24,10,49,0.6,48
2024/12/28,涞水县,61,3.883,72,34,11,46,0.8,56
2024/12/28,宣化区,61,3.12,72,24,10,26,0.8,62
2024/12/28,蔚县,61,3.467,72,27,22,26,1,64
2024/12/28,海兴县,61,3.6,72,28,14,44,0.6,46
2024/12/28,遵化市,60,3.639,58,36,9,48,0.8,37
2024/12/28,肥乡区,60,3.367,69,28,9,34,0.6,69
2024/12/28,广平县,60,3.365,70,30,11,31,0.7,60
2024/12/28,任泽区,60,3.479,69,26,12,43,0.6,52
2024/12/28,威县,60,3.622,70,32,14,39,0.6,56
2024/12/28,临西县,60,3.731,70,31,17,42,0.6,58
2024/12/28,永清县,60,3.538,66,30,6,48,0.6,46
2024/12/28,枣强县,60,3.519,69,27,12,40,0.6,66
2024/12/28,武邑县,60,3.414,58,26,10,48,0.6,52
2024/12/28,易县,59,3.547,67,30,17,30,1.1,68
2024/12/28,阳原县,59,2.303,68,9,12,17,0.4,56
2024/12/28,孟村回族自治县,59,3.378,68,24,14,40,0.6,54
2024/12/28,广阳区,59,3.027,49,20,6,47,0.5,57
2024/12/28,大城县,59,3.5,68,29,9,43,0.6,52
2024/12/28,永年区,58,3.109,66,20,14,30,1,58
2024/12/28,邱县,58,3.184,66,25,8,34,0.6,63
2024/12/28,曲周县,58,3.479,66,28,10,42,0.6,59
2024/12/28,南和区,58,3.357,66,26,14,36,0.8,54
2024/12/28,清河县,58,3.341,66,27,14,35,0.6,59
2024/12/28,安新县,58,3.012,66,23,9,30,0.4,66
2024/12/28,涿鹿县,58,2.318,65,12,8,17,0.4,62
2024/12/28,盐山县,58,3.137,65,21,14,34,0.6,60
2024/12/28,献县,58,2.858,66,16,8,34,0.4,60
2024/12/28,井陉县,57,2.486,64,12,10,21,0.5,66
2024/12/28,临漳县,57,3.148,64,24,10,31,0.8,65
2024/12/28,馆陶县,57,3.29,64,32,9,32,0.6,58
2024/12/28,宁晋县,57,3.324,63,22,11,43,0.7,58
2024/12/28,南宫市,57,3.415,64,26,14,41,0.6,56
2024/12/28,唐县(保定),57,2.504,64,13,6,24,0.4,67
2024/12/28,容城县,57,3.059,63,16,8,44,0.4,59
2024/12/28,新华区(沧州),57,3.365,64,30,6,41,0.6,51
2024/12/28,运河区,57,3.296,64,26,8,43,0.4,53
2024/12/28,南皮县,57,3.135,64,22,7,39,0.6,56
2024/12/28,吴桥县,57,3.258,63,28,14,32,0.6,60
2024/12/28,文安县,57,3.697,64,36,7,45,0.6,58
2024/12/28,深州市,57,3.13,64,19,16,36,0.6,57
2024/12/28,迁西县,56,3.538,62,34,12,33,1.8,33
2024/12/28,成安县,56,3.111,61,24,7,34,0.7,66
2024/12/28,武安市,56,2.909,61,13,19,29,0.9,64
2024/12/28,新河县,56,3.503,62,28,13,44,0.6,56
2024/12/28,青县,56,3.244,62,28,8,40,0.6,44
2024/12/28,故城县,56,3.51,61,32,12,40,0.6,60
2024/12/28,古冶区,55,3.3,60,29,11,37,0.7,53
2024/12/28,乐亭县,55,3.003,60,22,13,32,0.6,56
2024/12/28,巨鹿县,55,3.352,59,29,10,39,0.8,54
2024/12/28,满城区,55,3.087,60,26,6,32,0.5,74
2024/12/28,东光县,55,2.992,60,18,14,37,0.5,54
2024/12/28,冀州区,55,3.287,59,24,14,40,0.6,60
2024/12/28,内丘县,54,3.047,58,23,10,34,0.8,55
2024/12/28,隆尧县,54,3.344,57,28,10,41,0.8,54
2024/12/28,莲池区,54,2.781,57,21,4,33,0.3,64
2024/12/28,高阳县,54,2.699,57,20,8,29,0.4,57
2024/12/28,肃宁县,54,2.793,58,18,12,32,0.4,56
2024/12/28,任丘市,54,2.885,57,16,14,37,0.4,57
2024/12/28,桃城区,54,2.862,58,21,11,29,0.5,64
2024/12/28,安平县,54,2.862,57,21,10,35,0.4,49
2024/12/28,阜城县,54,3.042,58,20,10,41,0.4,56
2024/12/28,晋州市,53,2.668,56,16,10,30,0.6,55
2024/12/28,丰润区,53,3.242,56,28,10,37,0.9,52
2024/12/28,邯山区,53,3.161,54,23,8,42,0.7,60
2024/12/28,柏乡县,53,3.324,56,30,13,38,0.6,56
2024/12/28,徐水区,53,2.63,56,16,7,32,0.4,57
2024/12/28,安次区,53,2.819,45,20,4,42,0.6,54
2024/12/28,武强县,53,2.936,56,23,10,33,0.5,58
2024/12/28,饶阳县,53,2.951,55,20,12,36,0.6,55
2024/12/28,长安区,52,2.381,53,16,4,24,0.5,60
2024/12/28,正定县,52,2.413,53,8,8,31,0.5,63
2024/12/28,深泽县,52,2.582,54,17,6,30,0.4,60
2024/12/28,赵县,52,2.863,53,17,11,37,0.6,58
2024/12/28,辛集市,52,2.727,53,19,11,29,0.5,63
2024/12/28,迁安市,52,2.816,54,19,8,31,0.9,59
2024/12/28,复兴区,52,2.842,54,22,10,27,0.8,64
2024/12/28,襄都区,52,2.809,54,20,4,36,0.6,56
2024/12/28,蠡县,52,2.5,54,20,8,21,0.5,60
2024/12/28,鹰手营子矿区,52,2.723,53,17,7,33,0.6,62
2024/12/28,河间市,52,2.536,53,13,8,32,0.4,60
2024/12/28,行唐县,51,2.743,52,18,7,30,0.8,67
2024/12/28,藁城区,51,2.25,52,10,5,26,0.4,62
2024/12/28,滦南县,51,2.806,52,20,10,32,0.7,56
2024/12/28,信都区,51,2.716,51,18,10,28,0.8,65
2024/12/28,临城县,51,2.512,52,18,10,25,0.5,54
2024/12/28,顺平县,51,2.276,51,12,10,20,0.3,74
2024/12/28,泊头市,51,2.858,51,20,14,33,0.5,60
2024/12/28,景县,51,2.923,51,24,14,31,0.5,60
2024/12/28,滦州市,50,3.058,47,19,15,40,1,55
2024/12/28,竞秀区,50,2.43,50,20,2,25,0.3,66
2024/12/28,清苑区,50,2.344,50,16,4,24,0.4,65
2024/12/28,博野县,50,2.493,50,14,10,26,0.6,66
2024/12/28,承德县,50,2.941,50,22,10,38,0.8,45
2024/12/28,涞源县,49,2.454,49,12,16,21,0.6,75
2024/12/28,香河县,49,2.473,38,14,4,39,0.4,62
2024/12/28,无极县,48,2.439,48,11,8,32,0.5,61
2024/12/28,新乐市,48,2.49,48,14,7,30,0.5,66
2024/12/28,路北区,48,2.53,48,17,5,32,0.4,60
2024/12/28,卢龙县,48,3.12,48,22,13,38,1,62
2024/12/28,安国市,48,2.491,48,19,12,22,0.4,66
2024/12/28,桥西区(张家口),48,2.027,48,13,5,17,0.4,58
2024/12/28,尚义县,48,2.113,48,13,6,19,0.4,61
2024/12/28,双滦区,48,3.153,48,24,18,38,0.7,57
2024/12/28,宽城满族自治县,48,2.63,40,17,16,38,0.6,33
2024/12/28,围场满族蒙古族自治县,48,2.05,48,12,8,16,0.2,70
2024/12/28,桥西区(石家庄),47,2.221,47,18,7,18,0.3,63
2024/12/28,鹿泉区,47,2.261,47,16,8,18,0.5,68
2024/12/28,桥东区,47,2.006,47,15,--,16,0.5,61
2024/12/28,新华区(石家庄),46,1.859,46,--,5,26,0.4,59
2024/12/28,井陉矿区,46,2.288,46,11,10,24,0.4,72
2024/12/28,平山县,46,2.361,46,13,8,24,0.4,80
2024/12/28,路南区,46,2.414,46,16,6,28,0.4,64
2024/12/28,丰南区,46,2.494,46,18,4,33,0.4,53
2024/12/28,曹妃甸区,46,2.707,46,20,7,36,0.4,58
2024/12/28,曲阳县,46,2.492,46,18,11,22,0.6,70
2024/12/28,双桥区,46,2.697,46,23,8,33,0.6,44
2024/12/28,隆化县,46,3.249,46,28,22,35,0.7,60
2024/12/28,玉田县,45,2.539,40,19,6,36,0.4,52
2024/12/28,下花园区,45,2.164,45,6,12,26,0.6,56
2024/12/28,大厂回族自治县,45,2.499,42,15,5,36,0.5,58
2024/12/28,裕华区,44,2.41,44,22,5,23,0.5,59
2024/12/28,栾城区,44,2.341,44,15,8,26,0.4,64
2024/12/28,灵寿县,44,2.21,44,12,6,24,0.4,70
2024/12/28,阜平县,44,2.685,40,18,12,35,0.4,68
2024/12/28,望都县,44,2.346,44,14,7,27,0.4,68
2024/12/28,怀安县,44,2.357,44,10,10,32,0.4,60
2024/12/28,三河市,44,2.423,40,13,6,35,0.5,61
2024/12/28,高邑县,43,2.565,40,16,12,34,0.5,58
2024/12/28,海港区,43,2.432,39,18,4,34,0.4,55
2024/12/28,磁县,43,2.313,43,16,7,22,0.5,72
2024/12/28,万全区,43,2.222,43,14,11,20,0.6,60
2024/12/28,滦平县,43,2.825,40,20,8,34,1,72
2024/12/28,定州市,42,2.146,42,13,6,23,0.4,64
2024/12/28,丛台区,42,2.519,41,15,7,33,0.8,58
2024/12/28,赞皇县,41,2.037,41,11,12,14,0.5,74
2024/12/28,抚宁区,41,2.303,41,14,10,24,0.6,64
2024/12/28,元氏县,40,2.165,40,11,10,23,0.4,70
2024/12/28,崇礼区,39,1.611,27,10,5,12,0.3,77
2024/12/28,青龙满族自治县,38,2.401,38,20,6,29,0.6,50
2024/12/28,昌黎县,38,2.147,29,14,14,17,0.8,76
2024/12/28,平泉市,38,2.755,38,22,14,28,0.8,72
2024/12/28,康保县,37,0.997,18,3,4,3,0.2,74
2024/12/28,丰宁满族自治县,37,2.147,34,16,10,16,0.7,74
2024/12/28,涉县,36,2.034,36,12,11,16,0.6,71
2024/12/28,沽源县,36,1.562,28,5,6,16,0.3,71
2024/12/28,赤城县,36,1.356,24,6,10,6,0.3,72
2024/12/28,峰峰矿区,35,2.006,35,14,9,15,0.6,69
2024/12/28,开平区,34,2.107,34,14,5,26,0.4,62
2024/12/28,怀来县,34,1.674,34,10,8,10,0.4,67
2024/12/28,兴隆县,34,1.722,25,9,5,20,0.4,68
2024/12/28,北戴河区,32,1.924,29,12,10,18,0.6,64
2024/12/28,山海关区,30,1.945,26,16,4,24,0.3,60
2024/12/28,张北县,30,1.575,30,6,9,14,0.4,60
2024/12/29,宣化区,108,5.376,166,49,10,34,1,54
2024/12/29,香河县,107,6.398,114,80,11,76,1.2,16
2024/12/29,文安县,107,6.432,117,80,18,70,1.2,20
2024/12/29,尚义县,106,4.397,162,28,8,24,0.5,68
2024/12/29,平泉市,103,6.164,99,77,42,46,1.6,48
2024/12/29,安次区,102,6.133,116,76,10,70,1,22
2024/12/29,阳原县,101,4.4,152,27,14,26,0.6,68
2024/12/29,蠡县,100,6.068,120,75,16,54,1.2,47
2024/12/29,怀安县,100,4.548,150,26,12,38,0.6,58
2024/12/29,丰润区,99,6.245,127,74,16,61,1.6,20
2024/12/29,大厂回族自治县,99,5.871,110,74,10,66,1.1,15
2024/12/29,路南区,98,5.775,107,57,13,78,1.1,28
2024/12/29,广阳区,98,6.163,120,73,12,71,1,22
2024/12/29,永清县,97,6.098,120,72,14,68,1.1,19
2024/12/29,安平县,97,5.889,111,72,17,59,1,38
2024/12/29,固安县,95,5.638,110,56,13,76,1,16
2024/12/29,深泽县,94,6,120,70,16,60,1,43
2024/12/29,路北区,93,5.779,111,58,13,74,1.2,27
2024/12/29,玉田县,93,5.875,109,64,14,74,1.2,17
2024/12/29,满城区,93,5.938,120,64,8,74,1,26
2024/12/29,开平区,92,5.862,104,68,14,70,1.2,24
2024/12/29,丰南区,92,5.998,112,68,13,71,1.3,22
2024/12/29,滦州市,92,5.938,110,57,24,73,1.5,22
2024/12/29,博野县,92,6.114,126,68,17,60,1.2,46
2024/12/29,雄县,92,6,133,66,11,64,1.1,25
2024/12/29,枣强县,92,5.771,134,62,16,52,0.7,55
2024/12/29,安新县,90,5.918,121,67,15,65,1,24
2024/12/29,涿州市,90,5.801,123,59,14,72,0.9,16
2024/12/29,万全区,90,3.786,129,25,10,20,0.6,66
2024/12/29,围场满族蒙古族自治县,90,3.987,130,26,12,24,0.5,74
2024/12/29,迁安市,89,6.041,127,62,18,63,1.8,21
2024/12/29,肃宁县,89,5.971,122,66,19,60,1,44
2024/12/29,大城县,89,5.795,110,66,18,62,1.2,30
2024/12/29,乐亭县,88,5.451,112,47,20,70,1,28
2024/12/29,遵化市,88,5.653,103,65,15,60,1.7,24
2024/12/29,沙河市,88,6.164,123,65,24,63,1.6,28
2024/12/29,高阳县,88,5.556,116,65,16,54,1,28
2024/12/29,蔚县,88,4.798,125,36,26,33,1.4,60
2024/12/29,霸州市,88,5.898,119,64,12,70,1.1,23
2024/12/29,定兴县,87,5.469,102,60,10,69,1.2,17
2024/12/29,唐县(保定),87,5.232,123,48,10,55,1.2,42
2024/12/29,故城县,87,5.473,118,64,14,48,0.6,60
2024/12/29,古冶区,86,5.813,122,58,18,67,1.2,22
2024/12/29,临西县,86,5.436,121,59,20,46,0.8,54
2024/12/29,容城县,86,5.707,121,59,13,68,1,20
2024/12/29,东光县,86,5.397,122,50,18,57,0.8,48
2024/12/29,卢龙县,85,5.921,104,62,20,68,2.1,17
2024/12/29,任丘市,85,5.873,119,57,24,67,1.1,31
2024/12/29,滦南县,84,5.45,104,56,14,67,1,33
2024/12/29,威县,84,5.292,118,60,16,46,0.8,44
2024/12/29,清河县,84,5.194,117,59,15,42,0.7,58
2024/12/29,高碑店市,84,5.376,118,51,11,65,1.2,20
2024/12/29,沽源县,84,3.204,117,13,9,18,0.4,74
2024/12/29,涿鹿县,84,4.054,117,28,11,34,0.7,60
2024/12/29,青县,84,5.154,98,62,14,52,0.9,36
2024/12/29,吴桥县,84,5.149,118,55,16,46,0.6,52
2024/12/29,永年区,83,5.418,116,52,24,52,1.6,28
2024/12/29,任泽区,83,5.454,116,60,17,54,1,32
2024/12/29,南宫市,83,4.999,116,48,17,48,0.8,46
2024/12/29,徐水区,83,5.217,116,57,12,56,1,13
2024/12/29,桥东区,83,3.679,115,31,3,21,0.6,68
2024/12/29,张北县,83,3.301,116,16,12,18,0.5,66
2024/12/29,南皮县,83,5.378,115,57,12,56,0.8,49
2024/12/29,辛集市,82,5.386,106,60,17,53,1,48
2024/12/29,海港区,82,4.715,89,41,13,65,1.1,25
2024/12/29,莲池区,82,5.226,102,60,7,65,0.7,22
2024/12/29,安国市,82,5.598,110,60,18,59,1,46
2024/12/29,桥西区(张家口),82,3.51,114,26,6,20,0.6,62
2024/12/29,沧县,82,5.422,114,54,18,56,1,48
2024/12/29,献县,82,5.264,113,56,12,54,0.7,52
2024/12/29,孟村回族自治县,82,5.222,114,50,20,52,0.8,53
2024/12/29,三河市,82,5.287,102,58,10,65,0.9,25
2024/12/29,大名县,81,5.099,111,56,12,47,0.8,54
2024/12/29,涞水县,81,5.38,112,56,13,62,1.1,22
2024/12/29,顺平县,81,5.342,112,56,16,52,1.2,44
2024/12/29,冀州区,81,5.117,112,52,18,50,0.8,45
2024/12/29,宁晋县,80,5.125,110,50,15,55,1,40
2024/12/29,广宗县,80,5.159,110,54,14,54,0.8,42
2024/12/29,平乡县,80,5.021,110,56,12,47,0.8,44
2024/12/29,下花园区,80,4.101,109,25,16,45,0.8,38
2024/12/29,康保县,80,2.921,110,14,6,12,0.4,72
2024/12/29,运河区,80,5.116,109,55,12,52,0.8,46
2024/12/29,饶阳县,80,5.378,96,59,20,58,1,46
2024/12/29,景县,80,4.892,110,55,15,39,0.7,56
2024/12/29,阜城县,80,5.154,110,53,12,56,0.6,51
2024/12/29,迁西县,79,5.053,100,58,10,51,1.6,20
2024/12/29,邱县,79,4.606,108,48,10,43,0.7,44
2024/12/29,竞秀区,79,4.925,102,58,4,56,0.8,23
2024/12/29,武强县,79,5.009,102,58,14,46,0.8,50
2024/12/29,曹妃甸区,78,4.706,86,46,12,62,0.7,38
2024/12/29,山海关区,78,4.597,82,44,12,62,1,27
2024/12/29,北戴河区,78,4.669,83,42,14,62,1.2,32
2024/12/29,隆尧县,78,5.072,102,57,16,48,1.1,39
2024/12/29,望都县,78,5.192,104,53,13,62,0.8,36
2024/12/29,怀来县,78,3.574,106,26,10,22,0.6,72
2024/12/29,新华区(沧州),78,5.005,96,57,10,52,1,46
2024/12/29,泊头市,78,5.509,105,55,21,61,0.9,54
2024/12/29,河间市,78,5.034,105,50,16,53,0.9,46
2024/12/29,桃城区,78,4.794,105,52,14,44,0.7,48
2024/12/29,武邑县,78,5.146,103,57,14,53,0.8,46
2024/12/29,裕华区,77,4.166,69,40,6,61,1,26
2024/12/29,晋州市,77,5.015,104,56,19,44,1.2,34
2024/12/29,邯山区,77,4.945,104,48,12,56,1.2,30
2024/12/29,复兴区,77,5.161,104,56,12,56,1.2,28
2024/12/29,鸡泽县,77,4.405,103,45,10,41,0.8,41
2024/12/29,柏乡县,77,5.099,93,56,20,53,1.2,34
2024/12/29,南和区,77,4.949,102,56,16,46,1,36
2024/12/29,清苑区,77,4.853,104,49,10,54,0.9,36
2024/12/29,海兴县,77,5.053,104,50,24,50,0.8,46
2024/12/29,盐山县,77,4.804,104,44,22,46,0.7,59
2024/12/29,深州市,77,5.196,104,54,22,52,0.8,48
2024/12/29,赵县,76,5,102,47,18,56,1.1,36
2024/12/29,馆陶县,76,4.548,101,54,12,34,0.8,50
2024/12/29,新河县,76,4.91,102,52,16,48,0.8,48
2024/12/29,藁城区,75,4.496,100,42,10,52,0.8,32
2024/12/29,魏县,75,4.6,100,48,12,44,0.7,52
2024/12/29,肥乡区,74,4.272,97,44,10,39,0.7,50
2024/12/29,黄骅市,74,4.955,95,47,16,59,0.9,46
2024/12/29,广平县,73,4.204,96,46,12,34,0.6,51
2024/12/29,曲周县,73,4.639,96,47,12,50,0.8,44
2024/12/29,襄都区,73,4.619,95,46,10,50,1.3,33
2024/12/29,易县,73,4.597,96,46,18,44,1.2,34
2024/12/29,无极县,72,4.893,94,48,16,56,1.2,34
2024/12/29,临漳县,72,4.232,94,40,11,43,0.8,46
2024/12/29,双滦区,72,4.704,94,42,22,53,1.4,19
